"NDB_No","Nutrient","Nutr_Val","Units"
"11820",Riboflavin,0.05,mg
"11821",Riboflavin,0.08,mg
"11823",Riboflavin,0.03,mg
"11831",Riboflavin,0.02,mg
"11833",Riboflavin,0.01,mg
"11888",Riboflavin,0.08,mg
"11897",Riboflavin,0.02,mg
"11901",Riboflavin,0.05,mg
"11905",Riboflavin,0.01,mg
"11932",Riboflavin,0.05,mg
"11935",Riboflavin,0.16,mg
"11937",Riboflavin,0.05,mg
"11941",Riboflavin,0.01,mg
"11943",Riboflavin,0.06,mg
"11945",Riboflavin,0.03,mg
"11952",Riboflavin,0.02,mg
"11954",Riboflavin,0.03,mg
"11955",Riboflavin,0.48,mg
"11957",Riboflavin,0.03,mg
"11959",Riboflavin,0.08,mg
"11962",Riboflavin,1.2,mg
"11963",Riboflavin,0.04,mg
"11964",Riboflavin,0.04,mg
"11965",Riboflavin,0.1,mg
"11967",Riboflavin,0.1,mg
"11969",Riboflavin,0.14,mg
"11974",Riboflavin,0.35,mg
"11976",Riboflavin,0.05,mg
"11977",Riboflavin,0.08,mg
"11979",Riboflavin,0.07,mg
"11983",Riboflavin,0.02,mg
"11994",Riboflavin,0.15,mg
"12014",Riboflavin,0.15,mg
"12023",Riboflavin,0.24,mg
"12036",Riboflavin,0.35,mg
"12061",Riboflavin,1.13,mg
"12062",Riboflavin,0.71,mg
"12078",Riboflavin,0.03,mg
"12104",Riboflavin,0.02,mg
"12108",Riboflavin,0.1,mg
"12116",Riboflavin,0.04,mg
"12117",Riboflavin,0.0,mg
"12119",Riboflavin,0.05,mg
"12120",Riboflavin,0.11,mg
"12142",Riboflavin,0.13,mg
"12147",Riboflavin,0.22,mg
"12155",Riboflavin,0.15,mg
"12157",Riboflavin,0.29,mg
"12166",Riboflavin,0.47,mg
"12167",Riboflavin,0.17,mg
"12179",Riboflavin,0.02,mg
"12220",Riboflavin,0.16,mg
"12516",Riboflavin,0.15,mg
"12529",Riboflavin,0.46,mg
"12537",Riboflavin,0.24,mg
"12538",Riboflavin,0.28,mg
"12563",Riboflavin,1.19,mg
"12585",Riboflavin,0.2,mg
"12588",Riboflavin,0.15,mg
"12632",Riboflavin,0.08,mg
"12635",Riboflavin,0.2,mg
"12652",Riboflavin,0.23,mg
"12695",Riboflavin,0.93,mg
"13317",Riboflavin,0.17,mg
"13327",Riboflavin,3.42,mg
"13347",Riboflavin,0.17,mg
"13355",Riboflavin,0.16,mg
"13804",Riboflavin,0.2,mg
"13840",Riboflavin,0.19,mg
"13930",Riboflavin,0.13,mg
"14016",Riboflavin,0.17,mg
"14038",Riboflavin,0.35,mg
"14044",Riboflavin,0.19,mg
"14064",Riboflavin,0.02,mg
"14065",Riboflavin,0.0,mg
"14066",Riboflavin,2.01,mg
"14067",Riboflavin,0.16,mg
"14090",Riboflavin,0.0,mg
"14091",Riboflavin,0.04,mg
"14093",Riboflavin,0.0,mg
"14136",Riboflavin,0.0,mg
"14144",Riboflavin,0.0,mg
"14145",Riboflavin,0.0,mg
"14148",Riboflavin,0.0,mg
"14157",Riboflavin,0.0,mg
"14167",Riboflavin,0.0,mg
"14171",Riboflavin,0.0,mg
"14181",Riboflavin,0.05,mg
"14185",Riboflavin,0.0,mg
"14189",Riboflavin,0.003,mg
"14192",Riboflavin,0.56,mg
"14202",Riboflavin,0.17,mg
"14209",Riboflavin,0.07,mg
"14210",Riboflavin,0.17,mg
"14216",Riboflavin,0.0,mg
"14224",Riboflavin,0.02,mg
"14237",Riboflavin,0.002,mg
"14278",Riboflavin,0.05,mg
"14309",Riboflavin,0.0,mg
"14347",Riboflavin,0.66,mg
"14355",Riboflavin,0.01,mg
"14411",Riboflavin,0.0,mg
"14460",Riboflavin,0.0,mg
"14461",Riboflavin,0.0,mg
"14545",Riboflavin,0.004,mg
"14555",Riboflavin,0.0,mg
"14639",Riboflavin,0.14,mg
"14649",Riboflavin,0.0,mg
"15002",Riboflavin,0.36,mg
"15008",Riboflavin,0.05,mg
"15012",Riboflavin,0.62,mg
"15014",Riboflavin,0.15,mg
"15016",Riboflavin,0.07,mg
"15017",Riboflavin,0.07,mg
"15020",Riboflavin,0.09,mg
"15025",Riboflavin,0.04,mg
"15027",Riboflavin,0.11,mg
"15029",Riboflavin,0.02,mg
"15035",Riboflavin,0.04,mg
"15036",Riboflavin,0.03,mg
"15040",Riboflavin,0.29,mg
"15046",Riboflavin,0.31,mg
"15055",Riboflavin,0.08,mg
"15060",Riboflavin,0.1,mg
"15062",Riboflavin,0.06,mg
"15067",Riboflavin,0.22,mg
"15068",Riboflavin,0.12,mg
"15071",Riboflavin,0.22,mg
"15072",Riboflavin,0.74,mg
"15084",Riboflavin,0.18,mg
"15086",Riboflavin,0.24,mg
"15088",Riboflavin,0.22,mg
"15089",Riboflavin,0.23,mg
"15091",Riboflavin,0.12,mg
"15094",Riboflavin,0.24,mg
"15101",Riboflavin,0.003,mg
"15105",Riboflavin,0.09,mg
"15110",Riboflavin,0.05,mg
"15114",Riboflavin,0.33,mg
"15117",Riboflavin,0.25,mg
"15119",Riboflavin,0.12,mg
"15121",Riboflavin,0.08,mg
"15131",Riboflavin,0.1,mg
"15133",Riboflavin,0.06,mg
"15138",Riboflavin,0.08,mg
"15140",Riboflavin,0.09,mg
"15141",Riboflavin,0.09,mg
"15146",Riboflavin,0.08,mg
"15148",Riboflavin,0.01,mg
"15151",Riboflavin,0.02,mg
"15152",Riboflavin,0.01,mg
"15155",Riboflavin,0.1,mg
"15157",Riboflavin,0.04,mg
"15160",Riboflavin,0.06,mg
"15164",Riboflavin,0.21,mg
"15167",Riboflavin,0.09,mg
"15170",Riboflavin,0.16,mg
"15175",Riboflavin,0.41,mg
"15192",Riboflavin,0.05,mg
"15230",Riboflavin,0.07,mg
"15235",Riboflavin,0.1,mg
"15237",Riboflavin,0.13,mg
"15247",Riboflavin,0.14,mg
"15262",Riboflavin,0.07,mg
"16006",Riboflavin,0.03,mg
"16010",Riboflavin,0.01,mg
"16015",Riboflavin,0.05,mg
"16017",Riboflavin,0.05,mg
"16028",Riboflavin,0.05,mg
"16033",Riboflavin,0.05,mg
"16034",Riboflavin,0.06,mg
"16039",Riboflavin,0.05,mg
"16041",Riboflavin,0.06,mg
"16043",Riboflavin,0.06,mg
"16048",Riboflavin,0.1,mg
"16050",Riboflavin,0.04,mg
"16053",Riboflavin,0.08,mg
"16055",Riboflavin,0.46,mg
"16057",Riboflavin,0.06,mg
"16059",Riboflavin,0.1,mg
"16063",Riboflavin,0.05,mg
"16069",Riboflavin,0.21,mg
"16070",Riboflavin,0.07,mg
"16072",Riboflavin,0.05,mg
"16081",Riboflavin,0.06,mg
"16082",Riboflavin,0.0,mg
"16084",Riboflavin,0.07,mg
"16085",Riboflavin,0.21,mg
"16086",Riboflavin,0.05,mg
"16087",Riboflavin,0.13,mg
"16089",Riboflavin,0.08,mg
"16090",Riboflavin,0.19,mg
"16098",Riboflavin,0.19,mg
"16099",Riboflavin,0.48,mg
"16103",Riboflavin,0.07,mg
"16104",Riboflavin,0.48,mg
"16107",Riboflavin,0.4,mg
"16109",Riboflavin,0.28,mg
"16112",Riboflavin,0.23,mg
"16113",Riboflavin,0.19,mg
"16115",Riboflavin,1.16,mg
"16118",Riboflavin,0.28,mg
"16120",Riboflavin,0.06,mg
"16122",Riboflavin,0.1,mg
"16124",Riboflavin,0.15,mg
"16125",Riboflavin,0.1,mg
"16127",Riboflavin,0.03,mg
"16129",Riboflavin,0.05,mg
"16137",Riboflavin,0.05,mg
"16139",Riboflavin,0.18,mg
"16147",Riboflavin,0.24,mg
"16150",Riboflavin,0.06,mg
"16168",Riboflavin,0.26,mg
"16172",Riboflavin,0.01,mg
"16225",Riboflavin,0.2,mg
"16230",Riboflavin,0.17,mg
"16316",Riboflavin,0.12,mg
"16326",Riboflavin,0.06,mg
"16347",Riboflavin,0.01,mg
"16397",Riboflavin,0.11,mg
"17060",Riboflavin,0.24,mg
"17106",Riboflavin,0.28,mg
"17136",Riboflavin,0.35,mg
"17143",Riboflavin,0.27,mg
"17157",Riboflavin,0.27,mg
"17159",Riboflavin,0.14,mg
"17169",Riboflavin,0.61,mg
"17173",Riboflavin,0.34,mg
"17179",Riboflavin,0.17,mg
"17181",Riboflavin,0.07,mg
"17225",Riboflavin,0.25,mg
"17344",Riboflavin,0.32,mg
"17346",Riboflavin,0.65,mg
"18005",Riboflavin,0.27,mg
"18010",Riboflavin,0.43,mg
"18029",Riboflavin,0.42,mg
"18033",Riboflavin,0.29,mg
"18037",Riboflavin,0.34,mg
"18042",Riboflavin,0.08,mg
"18060",Riboflavin,0.33,mg
"18064",Riboflavin,0.25,mg
"18069",Riboflavin,0.24,mg
"18075",Riboflavin,0.16,mg
"18079",Riboflavin,0.4,mg
"18080",Riboflavin,0.55,mg
"18096",Riboflavin,0.05,mg
"18102",Riboflavin,0.18,mg
"18108",Riboflavin,0.17,mg
"18110",Riboflavin,0.09,mg
"18114",Riboflavin,0.24,mg
"18128",Riboflavin,0.16,mg
"18133",Riboflavin,0.26,mg
"18141",Riboflavin,0.07,mg
"18147",Riboflavin,0.19,mg
"18151",Riboflavin,0.21,mg
"18158",Riboflavin,0.18,mg
"18166",Riboflavin,0.23,mg
"18170",Riboflavin,0.21,mg
"18172",Riboflavin,0.29,mg
"18173",Riboflavin,0.31,mg
"18177",Riboflavin,0.26,mg
"18178",Riboflavin,0.23,mg
"18185",Riboflavin,0.2,mg
"18191",Riboflavin,0.2,mg
"18192",Riboflavin,0.31,mg
"18210",Riboflavin,0.24,mg
"18211",Riboflavin,0.25,mg
"18214",Riboflavin,0.33,mg
"18216",Riboflavin,0.14,mg
"18228",Riboflavin,0.48,mg
"18229",Riboflavin,0.45,mg
"18235",Riboflavin,0.02,mg
"18239",Riboflavin,0.24,mg
"18241",Riboflavin,0.32,mg
"18243",Riboflavin,0.42,mg
"18245",Riboflavin,0.26,mg
"18249",Riboflavin,0.12,mg
"18253",Riboflavin,0.23,mg
"18254",Riboflavin,0.14,mg
"18256",Riboflavin,0.14,mg
"18260",Riboflavin,0.31,mg
"18262",Riboflavin,0.21,mg
"18266",Riboflavin,0.14,mg
"18271",Riboflavin,0.35,mg
"18272",Riboflavin,0.4,mg
"18274",Riboflavin,0.16,mg
"18279",Riboflavin,0.32,mg
"18283",Riboflavin,0.09,mg
"18304",Riboflavin,0.2,mg
"18305",Riboflavin,0.03,mg
"18308",Riboflavin,0.02,mg
"18320",Riboflavin,0.2,mg
"18323",Riboflavin,0.03,mg
"18324",Riboflavin,0.07,mg
"18326",Riboflavin,0.12,mg
"18328",Riboflavin,0.21,mg
"18338",Riboflavin,0.34,mg
"18342",Riboflavin,0.37,mg
"18350",Riboflavin,0.29,mg
"18351",Riboflavin,0.31,mg
"18354",Riboflavin,0.02,mg
"18356",Riboflavin,0.26,mg
"18360",Riboflavin,0.08,mg
"18363",Riboflavin,0.06,mg
"18403",Riboflavin,0.7,mg
"18451",Riboflavin,0.3,mg
"18933",Riboflavin,0.64,mg
"18938",Riboflavin,0.49,mg
"18951",Riboflavin,0.49,mg
"18963",Riboflavin,0.18,mg
"18964",Riboflavin,0.13,mg
"18969",Riboflavin,0.24,mg
"18970",Riboflavin,0.12,mg
"18973",Riboflavin,0.3,mg
"19001",Riboflavin,0.23,mg
"19002",Riboflavin,0.14,mg
"19003",Riboflavin,0.07,mg
"19008",Riboflavin,0.38,mg
"19009",Riboflavin,0.13,mg
"19014",Riboflavin,0.02,mg
"19015",Riboflavin,0.11,mg
"19025",Riboflavin,0.08,mg
"19026",Riboflavin,0.21,mg
"19031",Riboflavin,0.14,mg
"19033",Riboflavin,0.31,mg
"19034",Riboflavin,0.08,mg
"19036",Riboflavin,0.17,mg
"19041",Riboflavin,0.28,mg
"19047",Riboflavin,0.33,mg
"19049",Riboflavin,0.55,mg
"19051",Riboflavin,0.16,mg
"19062",Riboflavin,0.22,mg
"19069",Riboflavin,0.06,mg
"19074",Riboflavin,0.25,mg
"19078",Riboflavin,0.1,mg
"19080",Riboflavin,0.09,mg
"19087",Riboflavin,0.28,mg
"19095",Riboflavin,0.24,mg
"19097",Riboflavin,0.09,mg
"19108",Riboflavin,0.01,mg
"19109",Riboflavin,0.21,mg
"19111",Riboflavin,0.12,mg
"19115",Riboflavin,0.31,mg
"19116",Riboflavin,0.001,mg
"19120",Riboflavin,0.29,mg
"19125",Riboflavin,0.17,mg
"19126",Riboflavin,0.17,mg
"19127",Riboflavin,0.16,mg
"19132",Riboflavin,0.43,mg
"19134",Riboflavin,0.32,mg
"19135",Riboflavin,0.1,mg
"19136",Riboflavin,0.1,mg
"19141",Riboflavin,0.21,mg
"19142",Riboflavin,0.05,mg
"19143",Riboflavin,0.14,mg
"19144",Riboflavin,0.11,mg
"19150",Riboflavin,0.11,mg
"19151",Riboflavin,0.22,mg
"19152",Riboflavin,0.12,mg
"19154",Riboflavin,0.15,mg
"19155",Riboflavin,0.13,mg
"19156",Riboflavin,0.002,mg
"19159",Riboflavin,0.05,mg
"19160",Riboflavin,0.2,mg
"19162",Riboflavin,0.21,mg
"19163",Riboflavin,0.0,mg
"19165",Riboflavin,0.24,mg
"19177",Riboflavin,0.23,mg
"19183",Riboflavin,0.07,mg
"19193",Riboflavin,0.18,mg
"19201",Riboflavin,0.07,mg
"19218",Riboflavin,0.09,mg
"19249",Riboflavin,0.1,mg
"19270",Riboflavin,0.19,mg
"19293",Riboflavin,0.22,mg
"19296",Riboflavin,0.03,mg
"19297",Riboflavin,0.07,mg
"19300",Riboflavin,0.02,mg
"19303",Riboflavin,0.02,mg
"19304",Riboflavin,0.002,mg
"19334",Riboflavin,0.0,mg
"19335",Riboflavin,0.01,mg
"19370",Riboflavin,0.02,mg
"19400",Riboflavin,0.01,mg
"19404",Riboflavin,0.08,mg
"19411",Riboflavin,0.08,mg
"19415",Riboflavin,0.11,mg
"19418",Riboflavin,0.06,mg
"19434",Riboflavin,0.61,mg
"19435",Riboflavin,0.07,mg
"19437",Riboflavin,0.11,mg
"19438",Riboflavin,0.8,mg
"19441",Riboflavin,2.06,mg
"19524",Riboflavin,0.02,mg
"19719",Riboflavin,0.02,mg
"19816",Riboflavin,0.16,mg
"19896",Riboflavin,0.11,mg
"19905",Riboflavin,0.05,mg
"19912",Riboflavin,0.16,mg
"19918",Riboflavin,0.0,mg
"19920",Riboflavin,0.02,mg
"19923",Riboflavin,0.11,mg
"20033",Riboflavin,0.22,mg
"20037",Riboflavin,0.06,mg
"20055",Riboflavin,0.01,mg
"20061",Riboflavin,0.02,mg
"20063",Riboflavin,0.25,mg
"20068",Riboflavin,0.0,mg
"20080",Riboflavin,0.16,mg
"20081",Riboflavin,0.49,mg
"20089",Riboflavin,0.08,mg
"20118",Riboflavin,0.11,mg
"20121",Riboflavin,0.13,mg
"20125",Riboflavin,0.09,mg
"20126",Riboflavin,0.19,mg
"20134",Riboflavin,0.004,mg
"20137",Riboflavin,0.11,mg
"20410",Riboflavin,0.02,mg
"20654",Riboflavin,0.08,mg
"21024",Riboflavin,0.17,mg
"21026",Riboflavin,0.03,mg
"21059",Riboflavin,0.02,mg
"21064",Riboflavin,0.22,mg
"21078",Riboflavin,0.13,mg
"21082",Riboflavin,0.06,mg
"21106",Riboflavin,0.23,mg
"21108",Riboflavin,0.18,mg
"21129",Riboflavin,0.07,mg
"21130",Riboflavin,0.06,mg
"21299",Riboflavin,0.19,mg
"21302",Riboflavin,0.22,mg
"21304",Riboflavin,0.26,mg
"21397",Riboflavin,0.25,mg
"21399",Riboflavin,0.23,mg
"21401",Riboflavin,0.17,mg
"21469",Riboflavin,0.22,mg
"21470",Riboflavin,0.23,mg
"21471",Riboflavin,0.28,mg
"21472",Riboflavin,0.24,mg
"21486",Riboflavin,0.13,mg
"21487",Riboflavin,0.11,mg
"21488",Riboflavin,0.18,mg
"21520",Riboflavin,0.56,mg
"23197",Riboflavin,0.28,mg
"23220",Riboflavin,0.18,mg
"25001",Riboflavin,0.11,mg
"25012",Riboflavin,0.16,mg
"25013",Riboflavin,0.02,mg
"25017",Riboflavin,1.92,mg
"25020",Riboflavin,1.9,mg
"25021",Riboflavin,3.0,mg
"25025",Riboflavin,0.34,mg
"25026",Riboflavin,0.06,mg
"25027",Riboflavin,0.04,mg
"25028",Riboflavin,0.04,mg
"25031",Riboflavin,1.7,mg
"25037",Riboflavin,0.3,mg
"25040",Riboflavin,0.05,mg
"25046",Riboflavin,0.33,mg
"25048",Riboflavin,0.61,mg
"25051",Riboflavin,0.37,mg
"25059",Riboflavin,0.16,mg
"25060",Riboflavin,0.31,mg
"25066",Riboflavin,0.31,mg
"25067",Riboflavin,0.43,mg
"25070",Riboflavin,0.09,mg
"25071",Riboflavin,0.1,mg
"27046",Riboflavin,0.01,mg
"27047",Riboflavin,0.03,mg
"27048",Riboflavin,0.05,mg
"27049",Riboflavin,0.02,mg
"27050",Riboflavin,0.01,mg
"27051",Riboflavin,0.04,mg
"27052",Riboflavin,0.06,mg
"27059",Riboflavin,0.12,mg
"27063",Riboflavin,0.05,mg
"27064",Riboflavin,0.07,mg
"27065",Riboflavin,0.1,mg
"27066",Riboflavin,0.04,mg
"28287",Riboflavin,0.18,mg
"28291",Riboflavin,0.15,mg
"28292",Riboflavin,0.28,mg
"28295",Riboflavin,0.28,mg
"28302",Riboflavin,0.23,mg
"28304",Riboflavin,0.48,mg
"28305",Riboflavin,0.24,mg
"28309",Riboflavin,0.06,mg
"28315",Riboflavin,0.12,mg
"28318",Riboflavin,0.25,mg
"28319",Riboflavin,0.39,mg
"28322",Riboflavin,0.25,mg
"28324",Riboflavin,0.89,mg
"28332",Riboflavin,0.07,mg
"28337",Riboflavin,0.5,mg
"28345",Riboflavin,0.17,mg
"28346",Riboflavin,0.04,mg
"28347",Riboflavin,0.04,mg
"28349",Riboflavin,0.4,mg
"28397",Riboflavin,0.13,mg
"31023",Riboflavin,0.09,mg
"31032",Riboflavin,0.1,mg
"31033",Riboflavin,0.01,mg
"31034",Riboflavin,0.02,mg
"31035",Riboflavin,0.02,mg
"36041",Riboflavin,0.23,mg
"36403",Riboflavin,0.19,mg
"36409",Riboflavin,0.12,mg
"36410",Riboflavin,0.08,mg
"36411",Riboflavin,0.05,mg
"36412",Riboflavin,0.05,mg
"36417",Riboflavin,0.07,mg
"36418",Riboflavin,0.11,mg
"36602",Riboflavin,0.02,mg
"36603",Riboflavin,0.05,mg
"36618",Riboflavin,0.11,mg
"36619",Riboflavin,0.05,mg
"36624",Riboflavin,0.09,mg
"36629",Riboflavin,0.22,mg
"36633",Riboflavin,0.22,mg
"42063",Riboflavin,0.0,mg
"42116",Riboflavin,0.01,mg
"42117",Riboflavin,0.36,mg
"42135",Riboflavin,0.09,mg
"42137",Riboflavin,0.0,mg
"42138",Riboflavin,0.0,mg
"42151",Riboflavin,0.01,mg
"42153",Riboflavin,0.04,mg
"42157",Riboflavin,0.06,mg
"42178",Riboflavin,0.04,mg
"42186",Riboflavin,0.18,mg
"42189",Riboflavin,0.21,mg
"42192",Riboflavin,0.16,mg
"42196",Riboflavin,0.06,mg
"42200",Riboflavin,0.25,mg
"42230",Riboflavin,0.01,mg
"42231",Riboflavin,0.0,mg
"42236",Riboflavin,1.5,mg
"42237",Riboflavin,0.98,mg
"42240",Riboflavin,1.3,mg
"42256",Riboflavin,0.0,mg
"42259",Riboflavin,0.14,mg
"42261",Riboflavin,0.8,mg
"42265",Riboflavin,0.8,mg
"42289",Riboflavin,0.0,mg
"42290",Riboflavin,0.14,mg
"42297",Riboflavin,0.7,mg
"43015",Riboflavin,0.01,mg
"43016",Riboflavin,0.02,mg
"43017",Riboflavin,0.05,mg
"43019",Riboflavin,0.0,mg
"43021",Riboflavin,0.01,mg
"43031",Riboflavin,0.16,mg
"43060",Riboflavin,0.0,mg
"43109",Riboflavin,0.29,mg
"43112",Riboflavin,0.15,mg
"43114",Riboflavin,0.0,mg
"43128",Riboflavin,0.24,mg
"43130",Riboflavin,0.83,mg
"43131",Riboflavin,0.3,mg
"43132",Riboflavin,0.21,mg
"43134",Riboflavin,0.9,mg
"43137",Riboflavin,0.6,mg
"43142",Riboflavin,0.03,mg
"43143",Riboflavin,0.04,mg
"43144",Riboflavin,0.09,mg
"43146",Riboflavin,0.07,mg
"43214",Riboflavin,0.0,mg
"43215",Riboflavin,0.02,mg
"43218",Riboflavin,0.4,mg
"43241",Riboflavin,0.55,mg
"43245",Riboflavin,0.77,mg
"43278",Riboflavin,0.43,mg
"43282",Riboflavin,0.3,mg
"43283",Riboflavin,0.18,mg
"43287",Riboflavin,0.35,mg
"43299",Riboflavin,0.14,mg
"43312",Riboflavin,0.04,mg
"43331",Riboflavin,0.02,mg
"43355",Riboflavin,0.01,mg
"43365",Riboflavin,0.03,mg
"43382",Riboflavin,0.01,mg
"43387",Riboflavin,0.06,mg
"43392",Riboflavin,0.18,mg
"43393",Riboflavin,0.08,mg
"43410",Riboflavin,0.36,mg
"43476",Riboflavin,0.02,mg
"43483",Riboflavin,0.27,mg
"43495",Riboflavin,0.85,mg
"43543",Riboflavin,0.0,mg
"43570",Riboflavin,1.25,mg
"44005",Riboflavin,0.0,mg
"80200",Riboflavin,0.25,mg
"90240",Riboflavin,0.02,mg
"90560",Riboflavin,0.12,mg
"93600",Riboflavin,0.15,mg
"01004",Vitamin B-6,0.16,mg
"01005",Vitamin B-6,0.06,mg
"01006",Vitamin B-6,0.23,mg
"01007",Vitamin B-6,0.22,mg
"01009",Vitamin B-6,0.06,mg
"01011",Vitamin B-6,0.07,mg
"01012",Vitamin B-6,0.04,mg
"01017",Vitamin B-6,0.05,mg
"01018",Vitamin B-6,0.07,mg
"01019",Vitamin B-6,0.42,mg
"01020",Vitamin B-6,0.08,mg
"01022",Vitamin B-6,0.08,mg
"01023",Vitamin B-6,0.08,mg
"01024",Vitamin B-6,0.08,mg
"01025",Vitamin B-6,0.07,mg
"01026",Vitamin B-6,0.03,mg
"01028",Vitamin B-6,0.07,mg
"01030",Vitamin B-6,0.05,mg
"01033",Vitamin B-6,0.09,mg
"01034",Vitamin B-6,0.05,mg
"01035",Vitamin B-6,0.07,mg
"01036",Vitamin B-6,0.04,mg
"01038",Vitamin B-6,0.08,mg
"01040",Vitamin B-6,0.07,mg
"01043",Vitamin B-6,0.07,mg
"01044",Vitamin B-6,0.03,mg
"01054",Vitamin B-6,0.04,mg
"01055",Vitamin B-6,0.01,mg
"01057",Vitamin B-6,0.05,mg
"01089",Vitamin B-6,0.03,mg
"01095",Vitamin B-6,0.05,mg
"01107",Vitamin B-6,0.01,mg
"01115",Vitamin B-6,0.58,mg
"01116",Vitamin B-6,0.03,mg
"01117",Vitamin B-6,0.04,mg
"01118",Vitamin B-6,0.05,mg
"01124",Vitamin B-6,0.005,mg
"01125",Vitamin B-6,0.35,mg
"01128",Vitamin B-6,0.18,mg
"01129",Vitamin B-6,0.12,mg
"01130",Vitamin B-6,0.14,mg
"01131",Vitamin B-6,0.14,mg
"01132",Vitamin B-6,0.13,mg
"01138",Vitamin B-6,0.25,mg
"01139",Vitamin B-6,0.23,mg
"01140",Vitamin B-6,0.15,mg
"01144",Vitamin B-6,0.14,mg
"01156",Vitamin B-6,0.08,mg
"01157",Vitamin B-6,0.06,mg
"01159",Vitamin B-6,0.25,mg
"01178",Vitamin B-6,0.02,mg
"01179",Vitamin B-6,0.02,mg
"01180",Vitamin B-6,0.02,mg
"01185",Vitamin B-6,0.1,mg
"01200",Vitamin B-6,0.12,mg
"01223",Vitamin B-6,1.0,mg
"01225",Vitamin B-6,0.01,mg
"01230",Vitamin B-6,0.03,mg
"01236",Vitamin B-6,0.04,mg
"01237",Vitamin B-6,0.04,mg
"01238",Vitamin B-6,0.02,mg
"01239",Vitamin B-6,0.02,mg
"01240",Vitamin B-6,0.04,mg
"01243",Vitamin B-6,0.02,mg
"01244",Vitamin B-6,0.02,mg
"01251",Vitamin B-6,0.06,mg
"01256",Vitamin B-6,0.06,mg
"01263",Vitamin B-6,0.03,mg
"01270",Vitamin B-6,0.07,mg
"01287",Vitamin B-6,0.05,mg
"01289",Vitamin B-6,0.05,mg
"01290",Vitamin B-6,0.06,mg
"01293",Vitamin B-6,0.06,mg
"01300",Vitamin B-6,0.28,mg
"01301",Vitamin B-6,0.05,mg
"01302",Vitamin B-6,0.03,mg
"01305",Vitamin B-6,0.05,mg
"01306",Vitamin B-6,0.09,mg
"04001",Vitamin B-6,0.0,mg
"04002",Vitamin B-6,0.0,mg
"04013",Vitamin B-6,0.002,mg
"04015",Vitamin B-6,0.09,mg
"04016",Vitamin B-6,0.0,mg
"04017",Vitamin B-6,0.0,mg
"04018",Vitamin B-6,0.009,mg
"04020",Vitamin B-6,0.05,mg
"04021",Vitamin B-6,0.05,mg
"04022",Vitamin B-6,0.009,mg
"04025",Vitamin B-6,0.008,mg
"04027",Vitamin B-6,0.0,mg
"04038",Vitamin B-6,0.0,mg
"04042",Vitamin B-6,0.0,mg
"04044",Vitamin B-6,0.0,mg
"04047",Vitamin B-6,0.0,mg
"04053",Vitamin B-6,0.0,mg
"04058",Vitamin B-6,0.0,mg
"04114",Vitamin B-6,0.06,mg
"04120",Vitamin B-6,0.0,mg
"04135",Vitamin B-6,0.0,mg
"04367",Vitamin B-6,0.0,mg
"04502",Vitamin B-6,0.0,mg
"04506",Vitamin B-6,0.0,mg
"04511",Vitamin B-6,0.0,mg
"04513",Vitamin B-6,0.0,mg
"04518",Vitamin B-6,0.0,mg
"04520",Vitamin B-6,0.0,mg
"04528",Vitamin B-6,0.0,mg
"04529",Vitamin B-6,0.0,mg
"04539",Vitamin B-6,0.03,mg
"04542",Vitamin B-6,0.0,mg
"04554",Vitamin B-6,0.0,mg
"04574",Vitamin B-6,0.0,mg
"04575",Vitamin B-6,0.0,mg
"04582",Vitamin B-6,0.0,mg
"04601",Vitamin B-6,0.01,mg
"04602",Vitamin B-6,0.01,mg
"04609",Vitamin B-6,0.0,mg
"04610",Vitamin B-6,0.009,mg
"04611",Vitamin B-6,0.0,mg
"04612",Vitamin B-6,0.006,mg
"04615",Vitamin B-6,0.001,mg
"04631",Vitamin B-6,0.001,mg
"04633",Vitamin B-6,0.0,mg
"04635",Vitamin B-6,0.0,mg
"04636",Vitamin B-6,0.0,mg
"04639",Vitamin B-6,0.03,mg
"04641",Vitamin B-6,0.002,mg
"04652",Vitamin B-6,0.0,mg
"04659",Vitamin B-6,0.0,mg
"04666",Vitamin B-6,0.0,mg
"04679",Vitamin B-6,0.0,mg
"04686",Vitamin B-6,0.02,mg
"04703",Vitamin B-6,0.01,mg
"04704",Vitamin B-6,0.02,mg
"04705",Vitamin B-6,0.04,mg
"04706",Vitamin B-6,0.05,mg
"04708",Vitamin B-6,0.002,mg
"04709",Vitamin B-6,0.009,mg
"05009",Vitamin B-6,0.4,mg
"05013",Vitamin B-6,0.47,mg
"05028",Vitamin B-6,0.75,mg
"05060",Vitamin B-6,0.56,mg
"05064",Vitamin B-6,0.6,mg
"05103",Vitamin B-6,0.55,mg
"05140",Vitamin B-6,0.18,mg
"05142",Vitamin B-6,0.25,mg
"05147",Vitamin B-6,0.37,mg
"05166",Vitamin B-6,0.61,mg
"05168",Vitamin B-6,0.64,mg
"05220",Vitamin B-6,0.8,mg
"05277",Vitamin B-6,0.35,mg
"05284",Vitamin B-6,0.33,mg
"05306",Vitamin B-6,0.63,mg
"05324",Vitamin B-6,0.18,mg
"05327",Vitamin B-6,0.04,mg
"05642",Vitamin B-6,0.5,mg
"06008",Vitamin B-6,0.01,mg
"06015",Vitamin B-6,0.02,mg
"06018",Vitamin B-6,0.05,mg
"06022",Vitamin B-6,0.02,mg
"06024",Vitamin B-6,0.07,mg
"06027",Vitamin B-6,0.11,mg
"06039",Vitamin B-6,0.1,mg
